Department	Zip Code	Cheeses	French URL	English URL	Image	Milk
Pas-de-Calais	62000	Rollot  	http://fr.wikipedia.org/wiki/Rollot_%28fromage%29		http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Rollot_de_Fruges.JPG/280px-Rollot_de_Fruges.JPG	Cow
Pas-de-Calais	62000	Trappiste de Belval	http://fr.wikipedia.org/wiki/Trappiste_de_Belval			Cow
Pas-de-Calais	62000	Vieux Boulogne	http://fr.wikipedia.org/wiki/Vieux_Boulogne	http://en.wikipedia.org/wiki/Vieux-Boulogne		Cow
Pas-de-Calais	62000	Vieux Samer	http://fr.wikipedia.org/wiki/Vieux_Samer			Cow
Puy-de-Dôme	63000	Bleu d'Auvergne	http://fr.wikipedia.org/wiki/Bleu_d%27Auvergne	http://en.wikipedia.org/wiki/Bleu_d%27Auvergne	http://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Bleu_d%27Auvergne_01.jpg/280px-Bleu_d%27Auvergne_01.jpg	Cow
Puy-de-Dôme	63000	Bleu de Laqueuille	http://fr.wikipedia.org/wiki/Bleu_de_Laqueuille			Cow
Puy-de-Dôme	63000	Chèvreton	http://fr.wikipedia.org/wiki/Ch%C3%A8vreton			Goat
Puy-de-Dôme	63000	Fourme d'Ambert	http://fr.wikipedia.org/wiki/Fourme_d%27Ambert	http://en.wikipedia.org/wiki/Fourme_d%27Ambert	http://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Fourme_d%27Ambert.JPG/280px-Fourme_d%27Ambert.JPG	Cow
Puy-de-Dôme	63000	Fourme de Montbrison	http://fr.wikipedia.org/wiki/Fourme_de_Montbrison	http://en.wikipedia.org/wiki/Fourme_de_Montbrison	http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Fourme_montbrison.jpg/280px-Fourme_montbrison.jpg	Cow
Puy-de-Dôme	63000	Fourme de Rochefort-Montagne	http://fr.wikipedia.org/wiki/Fourme_de_Rochefort-Montagne			Cow
Puy-de-Dôme	63000	Gaperon	http://fr.wikipedia.org/wiki/Gaperon	http://en.wikipedia.org/wiki/Gaperon	http://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Gaperon_%283%29.jpg/280px-Gaperon_%283%29.jpg	Cow
Puy-de-Dôme	63000	Le Lavort	http://fr.wikipedia.org/wiki/Le_Lavort			Sheep
Puy-de-Dôme	63000	Roue de Ris	http://fr.wikipedia.org/wiki/Roue_de_Ris		http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Roue_de_Ris.jpeg/280px-Roue_de_Ris.jpeg	Sheep
Puy-de-Dôme	63000	Saint-nectaire  	http://fr.wikipedia.org/wiki/Saint-nectaire_%28fromage%29	http://en.wikipedia.org/wiki/Saint-Nectaire	http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Saint-Nectaire.jpg/280px-Saint-Nectaire.jpg	Cow
Pyrénées-Atlantiques	64000	Abbaye de Belloc  	http://fr.wikipedia.org/wiki/Abbaye_de_Belloc_%28fromage%29	http://en.wikipedia.org/wiki/Abbaye_de_Belloc	http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Abbaye_de_Bellocq_%28cheese%29.jpg/280px-Abbaye_de_Bellocq_%28cheese%29.jpg	Sheep
Pyrénées-Atlantiques	64000	Ardi-Gasna	http://fr.wikipedia.org/wiki/Ardi-Gasna		http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Idiazabal2.jpg/280px-Idiazabal2.jpg	Sheep
Pyrénées-Atlantiques	64000	Etorki	http://fr.wikipedia.org/wiki/Etorki	http://en.wikipedia.org/wiki/Etorki	http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Fromage_Etorki.jpg/280px-Fromage_Etorki.jpg	Sheep
Pyrénées-Atlantiques	64000	Gaztanbera	http://fr.wikipedia.org/wiki/Gaztanbera		http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Urd%C4%83.png/220px-Urd%C4%83.png	Sheep
Pyrénées-Atlantiques	64000	Kaïkou	http://fr.wikipedia.org/wiki/Ka%C3%AFkou		http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Cheese_ka%C3%AFku.jpg/220px-Cheese_ka%C3%AFku.jpg	Sheep
Pyrénées-Atlantiques	64000	Le Bleu des Basques	http://fr.wikipedia.org/wiki/Le_Bleu_des_Basques		http://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Bleu_des_Basques.jpg/280px-Bleu_des_Basques.jpg	Sheep
Pyrénées-Atlantiques	64000	Le Brebiou	http://fr.wikipedia.org/wiki/Le_Brebiou			Sheep
Pyrénées-Atlantiques	64000	Ossau-iraty	http://fr.wikipedia.org/wiki/Ossau-iraty	http://en.wikipedia.org/wiki/Ossau-Iraty	http://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Ossau-iraty_01.jpg/280px-Ossau-iraty_01.jpg	Sheep
Pyrénées-Atlantiques	64000	P'tit Basque	http://fr.wikipedia.org/wiki/P%27tit_Basque	http://en.wikipedia.org/wiki/P%27tit_Basque	http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Paris%2C_fromage_Istara_P%27tit_Basque_au_march%C3%A9.JPG/280px-Paris%2C_fromage_Istara_P%27tit_Basque_au_march%C3%A9.JPG	Sheep
Savoie	73000	Chevrotin	http://fr.wikipedia.org/wiki/Chevrotin	http://en.wikipedia.org/wiki/Chevrotin		Goat
Pyrénées-Atlantiques	64000	Saint Albray	http://fr.wikipedia.org/wiki/Saint_Albray	http://en.wikipedia.org/wiki/Saint_Albray	http://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Saint_Albray.JPG/280px-Saint_Albray.JPG	Cow
Pyrénées-Atlantiques	64000	Tomette de Brebis	http://fr.wikipedia.org/wiki/Tomette_de_Brebis			Sheep
Pyrénées-Atlantiques	64000	Tomme des Pyrénées	http://fr.wikipedia.org/wiki/Tomme_des_Pyr%C3%A9n%C3%A9es	http://en.wikipedia.org/wiki/Tomme_des_Pyr%C3%A9n%C3%A9es	http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Tomme_noire_des_Pyrenees.jpg/280px-Tomme_noire_des_Pyrenees.jpg	Cow
Réunion	97400	Cap Noir  	http://fr.wikipedia.org/wiki/Cap_Noir_%28fromage%29			Cow
Réunion	97400	Délice de la Sicalait	http://fr.wikipedia.org/wiki/D%C3%A9lice_de_la_Sicalait			Cow
Réunion	97400	La Fournaise  	http://fr.wikipedia.org/wiki/La_Fournaise_%28fromage%29			Cow
Réunion	97400	La Petite Raclette	http://fr.wikipedia.org/wiki/La_Petite_Raclette			Cow
Réunion	97400	Mont Bébour	http://fr.wikipedia.org/wiki/Mont_B%C3%A9bour			Cow
Réunion	97400	Notre Dame de la Paix	http://fr.wikipedia.org/wiki/Notre_Dame_de_la_Paix			Cow
Réunion	97400	Petit moka	http://fr.wikipedia.org/wiki/Petit_moka			Cow
Réunion	97400	Piton des Neiges  	http://fr.wikipedia.org/wiki/Piton_des_Neiges_%28fromage%29			Cow
Réunion	97400	Piton Maïdo  	http://fr.wikipedia.org/wiki/Piton_Ma%C3%AFdo_%28fromage%29			Cow
Réunion	97400	Fromage des Plaines	http://fr.wikipedia.org/wiki/Fromage_des_Plaines			Cow
Réunion	97400	Takamaka  	http://fr.wikipedia.org/wiki/Takamaka_%28fromage%29			Goat
Réunion	97400	Ti frais des Hauts	http://fr.wikipedia.org/wiki/Ti_frais_des_Hauts			Cow
Rhône  	69000	Arôme au vin blanc	http://fr.wikipedia.org/wiki/Ar%C3%B4me_au_vin_blanc		http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Sp%C3%A9cialit%C3%A9_fromag%C3%A8re_de_Lyon_au_vin_blanc.jpg/280px-Sp%C3%A9cialit%C3%A9_fromag%C3%A8re_de_Lyon_au_vin_blanc.jpg	Cow
Rhône  	69000	Arôme de Lyon	http://fr.wikipedia.org/wiki/Ar%C3%B4me_de_Lyon		http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Fromage_recouvert_au_marc_de_raisin.jpg/280px-Fromage_recouvert_au_marc_de_raisin.jpg	Cow
Rhône  	69000	Charolais  	http://fr.wikipedia.org/wiki/Charolais_%28fromage%29			Goat
Rhône  	69000	La Pierre Dorée	http://fr.wikipedia.org/wiki/La_Pierre_Dor%C3%A9e		http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pierre_doree.jpg/280px-Pierre_doree.jpg	Goat
Rhône  	69000	Mâconnais  	http://fr.wikipedia.org/wiki/M%C3%A2connais_%28fromage%29	http://en.wikipedia.org/wiki/M%C3%A2connais_cheese		Goat
Rhône  	69000	Rigotte de Condrieu	http://fr.wikipedia.org/wiki/Rigotte_de_Condrieu	http://en.wikipedia.org/wiki/Rigotte_de_Condrieu	http://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rigottes_de_Condrieu.JPG/280px-Rigottes_de_Condrieu.JPG	Goat
Rhône  	69000	Tarare  	http://fr.wikipedia.org/wiki/Tarare_%28fromage%29		http://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/FromageTarare.jpg/280px-FromageTarare.jpg	Cow
Saône-et-Loire	71000	Autun  	http://fr.wikipedia.org/wiki/Autun_%28fromage%29			Goat
Saône-et-Loire	71000	Bouton de Culotte	http://fr.wikipedia.org/wiki/Bouton_de_Culotte			Goat
Saône-et-Loire	71000	Charolais  	http://fr.wikipedia.org/wiki/Charolais_%28fromage%29			Goat
Saône-et-Loire	71000	Gruyère français	http://fr.wikipedia.org/wiki/Gruy%C3%A8re_fran%C3%A7ais		http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Meules_gruyere.JPG/280px-Meules_gruyere.JPG	Cow
Saône-et-Loire	71000	Mâconnais  	http://fr.wikipedia.org/wiki/M%C3%A2connais_%28fromage%29	http://en.wikipedia.org/wiki/M%C3%A2connais_cheese		Goat
Saône-et-Loire	71000	Montrachet  	http://fr.wikipedia.org/wiki/Montrachet_%28marque%29			Goat
Saône-et-Loire	71000	Morbier  	http://fr.wikipedia.org/wiki/Morbier_%28fromage%29	http://en.wikipedia.org/wiki/Morbier_cheese	http://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Morbier_%28fromage%29_01.jpg/280px-Morbier_%28fromage%29_01.jpg	Cow
Sarthe	72000	Cousteron	http://fr.wikipedia.org/wiki/Cousteron			Cow
Sarthe	72000	Kiri  	http://fr.wikipedia.org/wiki/Kiri_%28marque%29			Cow
Savoie	73000	Brézain	http://fr.wikipedia.org/wiki/Br%C3%A9zain			Cow
Savoie	73000	Emmental de Savoie	http://fr.wikipedia.org/wiki/Emmental_de_Savoie		http://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Emmental_de_Savoie_02.jpg/280px-Emmental_de_Savoie_02.jpg	Cow
Savoie	73000	Gruyère français	http://fr.wikipedia.org/wiki/Gruy%C3%A8re_fran%C3%A7ais		http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Meules_gruyere.JPG/280px-Meules_gruyere.JPG	Cow
Savoie	73000	Reblochon	http://fr.wikipedia.org/wiki/Reblochon	http://en.wikipedia.org/wiki/Reblochon	http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Reblochon_11.jpg/280px-Reblochon_11.jpg	Cow
Savoie	73000	Thollon	http://fr.wikipedia.org/wiki/Thollon			Cow
Savoie	73000	Abbaye de Tamié  	http://fr.wikipedia.org/wiki/Abbaye_de_Tami%C3%A9_%28fromage%29	http://en.wikipedia.org/wiki/Abbaye_de_Tami%C3%A9	http://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Fromage_abbaye_de_Tami%C3%A9.jpg/280px-Fromage_abbaye_de_Tami%C3%A9.jpg	Cow
Savoie	73000	Abondance  	http://fr.wikipedia.org/wiki/Abondance_%28fromage%29	http://en.wikipedia.org/wiki/Abondance_cheese	http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Abondance_%28fromage%29_01.jpg/280px-Abondance_%28fromage%29_01.jpg	Cow
Savoie	73000	Avalin	http://fr.wikipedia.org/wiki/Avalin			Cow
Savoie	73000	Beaufort  	http://fr.wikipedia.org/wiki/Beaufort_%28fromage%29	http://en.wikipedia.org/wiki/Beaufort_cheese	http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Beaufort_%28fromage%29_01.jpg/280px-Beaufort_%28fromage%29_01.jpg	Cow
Savoie	73000	Beaumont  	http://fr.wikipedia.org/wiki/Beaumont_%28fromage%29			Cow
Savoie	73000	Bleu de Sainte-Foy	http://fr.wikipedia.org/wiki/Bleu_de_Sainte-Foy			Cow
Savoie	73000	Bleu de Termignon	http://fr.wikipedia.org/wiki/Bleu_de_Termignon		http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Bleu_de_Termignon.jpg/220px-Bleu_de_Termignon.jpg	Cow
Savoie	73000	Bleu du Mont-Cenis	http://fr.wikipedia.org/wiki/Bleu_du_Mont-Cenis			Cow
Savoie	73000	Chevrotin	http://fr.wikipedia.org/wiki/Chevrotin	http://en.wikipedia.org/wiki/Chevrotin		Goat
Savoie	73000	Emmental de Savoie	http://fr.wikipedia.org/wiki/Emmental_de_Savoie		http://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Emmental_de_Savoie_02.jpg/280px-Emmental_de_Savoie_02.jpg	Cow
Savoie	73000	Fromage aux noix	http://fr.wikipedia.org/wiki/Fromage_aux_noix			Cow
Savoie	73000	Grataron du Beaufortain	http://fr.wikipedia.org/wiki/Grataron_du_Beaufortain			Goat
Savoie	73000	Gruyère français	http://fr.wikipedia.org/wiki/Gruy%C3%A8re_fran%C3%A7ais		http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Meules_gruyere.JPG/280px-Meules_gruyere.JPG	Cow
Savoie	73000	Moelleux du Revard	http://fr.wikipedia.org/wiki/Moelleux_du_Revard		http://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Moelleux_du_Revars.jpg/220px-Moelleux_du_Revars.jpg	Cow
Savoie	73000	Persillé de Tignes	http://fr.wikipedia.org/wiki/Persill%C3%A9_de_Tignes		http://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Persill%C3%A9_de_Tignes.jpg/266px-Persill%C3%A9_de_Tignes.jpg	Goat
Savoie	73000	Persillé des Aravis	http://fr.wikipedia.org/wiki/Persill%C3%A9_des_Aravis			Goat
Savoie	73000	Persillé du Mont-Cenis	http://fr.wikipedia.org/wiki/Persill%C3%A9_du_Mont-Cenis			Goat
Savoie	73000	Raclette	http://fr.wikipedia.org/wiki/Raclette	http://en.wikipedia.org/wiki/Raclette	http://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Raclette2.jpg/220px-Raclette2.jpg	Cow
Savoie	73000	Reblochon	http://fr.wikipedia.org/wiki/Reblochon	http://en.wikipedia.org/wiki/Reblochon	http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Reblochon_11.jpg/280px-Reblochon_11.jpg	Cow
Savoie	73000	Tome des Bauges	http://fr.wikipedia.org/wiki/Tome_des_Bauges		http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Tome_des_Bauges.jpg/280px-Tome_des_Bauges.jpg	Cow
Savoie	73000	Tignard	http://fr.wikipedia.org/wiki/Tignard			Cow, Goat, Sheep
Savoie	73000	Tomme blanche	http://fr.wikipedia.org/wiki/Tomme_blanche			Cow
Savoie	73000	Tomme crayeuse	http://fr.wikipedia.org/wiki/Tomme_crayeuse		http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Tomme_crayeuse.jpg/280px-Tomme_crayeuse.jpg	Cow
Savoie	73000	Tomme de Savoie	http://fr.wikipedia.org/wiki/Tomme_de_Savoie	http://en.wikipedia.org/wiki/Tomme_de_Savoie	http://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Tomme_de_Savoie.jpg/280px-Tomme_de_Savoie.jpg	Cow
Savoie	73000	Tomme forte de Savoie	http://fr.wikipedia.org/wiki/Tomme_forte_de_Savoie		http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Tomme_forte_de_Savoie.jpg/280px-Tomme_forte_de_Savoie.jpg	Cow
Savoie	73000	Vacherin des Bauges	http://fr.wikipedia.org/wiki/Vacherin_des_Bauges		http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Vacherin_des_bauges.jpg/280px-Vacherin_des_bauges.jpg	Cow
